id_libro,titulo_libro,precio_libro,calificacion_libro,categoria,autores
681,Fire Bound (Sea Haven/Sisters of the Heart #5),21.28,4,Add a comment,M. L. West
682,Cosmos,36.17,2,Add a comment,Brannon Braga
683,#GIRLBOSS,50.96,1,Add a comment,Kay Cannon
684,The Sense of an Ending,31.38,3,Add a comment,Oxford University Press
685,The Republic,33.78,3,Add a comment,Autor Desconocido
686,The Odyssey,29.64,3,Add a comment,Stanley Kubrick
687,The Light of the Fireflies,54.43,1,Add a comment,Isao Takahata
688,The Iliad,16.16,1,Add a comment,Autor Desconocido
689,The Communist Manifesto,14.76,3,Add a comment,Karl Schapper
690,Lord of the Flies,24.89,3,Add a comment,Peter Brook
691,Unicorn Tracks,18.78,3,Fantasy,The Wall Street Journal
692,"Saga, Volume 6 (Saga (Collected Editions) #6)",25.02,3,Fantasy,Dr. Kabapu
693,Princess Between Worlds (Wide-Awake Princess #5),13.34,5,Fantasy,President Franklin D. Roosevelt
694,Masks and Shadows,56.4,2,Fantasy,Autor Desconocido
695,Crown of Midnight (Throne of Glass #2),43.29,3,Fantasy,Nikkhil Advani
696,"Avatar: The Last Airbender: Smoke and Shadow, Part 3 (Smoke and Shadow #3)",28.09,2,Fantasy,Gene Yang
697,A Court of Thorns and Roses (A Court of Thorns and Roses #1),52.37,1,Fantasy,Ronald D. Moore
698,Throne of Glass (Throne of Glass #1),35.07,3,Fantasy,Ronald D. Moore
699,The Glittering Court (The Glittering Court #1),44.28,1,Fantasy,Dorothy Dunnett
700,Hollow City (Miss Peregrine’s Peculiar Children #2),42.98,1,Fantasy,Ransom Riggs. It
701,The Star-Touched Queen,46.02,5,Fantasy,Roshani Chokshi
702,The Hidden Oracle (The Trials of Apollo #1),52.26,2,Fantasy,Autor Desconocido
703,The Bane Chronicles (The Bane Chronicles #1-11),44.73,4,Fantasy,The Illearth War
704,Island of Dragons (Unwanteds #7),29.65,1,Fantasy,Lisa McMann
705,Demigods & Magicians: Percy and Annabeth Meet the Kanes (Percy Jackson & Kane Chronicles Crossover #1-3),37.51,5,Fantasy,Penguin Books
706,City of Glass (The Mortal Instruments #3),56.02,4,Fantasy,Cassandra Clare
707,Searching for Meaning in Gailana,38.73,1,Fantasy,Autor Desconocido
708,The Star-Touched Queen,32.3,5,Fantasy,Roshani Chokshi
709,A Shard of Ice (The Black Symphony Saga #1),56.63,3,Fantasy,Daniel Joy
710,King's Folly (The Kinsman Chronicles #1),39.61,5,Fantasy,Florenz Ziegfeld Jr
711,Every Heart a Doorway (Every Heart A Doorway #1),12.16,5,Fantasy,Autor Desconocido
712,A Gathering of Shadows (Shades of Magic #2),44.81,4,Fantasy,Autor Desconocido
713,The Raven Boys (The Raven Cycle #1),57.74,4,Fantasy,Autor Desconocido
714,The False Prince (The Ascendance Trilogy #1),56.0,5,Fantasy,Jennifer A. Nielsen
715,Tell the Wind and Fire,45.51,3,Fantasy,Paul McCartney
716,A Feast for Crows (A Song of Ice and Fire #4),17.21,4,Fantasy,Autor Desconocido
717,The Demonists (Demonist #1),52.11,2,Fantasy,Autor Desconocido
718,The Beast (Black Dagger Brotherhood #14),46.08,5,Fantasy,Cameron Alexander
719,Paper and Fire (The Great Library #2),49.45,5,Fantasy,Natasha Ngan
720,Harry Potter and the Order of the Phoenix (Harry Potter #5),31.63,4,Fantasy,Steve Kloves
721,Harry Potter and the Half-Blood Prince (Harry Potter #6),48.75,5,Fantasy,Steve Kloves
722,Harry Potter and the Chamber of Secrets (Harry Potter #2),14.74,1,Fantasy,Scholastic Inc
723,The Rose & the Dagger (The Wrath and the Dawn #2),58.64,4,Fantasy,Border Reivers
724,Soldier (Talon #3),24.72,2,Fantasy,Square Enix
725,Midnight Riot (Peter Grant/ Rivers of London - books #1),55.46,2,Fantasy,Lee Sullivan
726,Heir to the Sky,44.07,4,Fantasy,Hayao Miyazaki
727,Eragon (The Inheritance Cycle #1),43.87,3,Fantasy,Peter Buchman
728,Darkfever (Fever #1),56.02,1,Fantasy,Delacorte Press
729,Ash,22.06,4,Fantasy,Lightstorm Entertainment
730,A Storm of Swords (A Song of Ice and Fire #3),31.22,2,Fantasy,Charles Vess
731,Vampire Girl (Vampire Girl #1),53.82,2,Fantasy,Melinda Hsu Taylor
732,The Silent Twin (Detective Jennifer Knight #3),36.25,3,Fantasy,Team Silent
733,The Mirror & the Maze (The Wrath and the Dawn #1.5),29.38,1,Fantasy,Charlie Brooker
734,Sister Sable (The Mad Queen #1),13.33,3,Fantasy,Parks Canada
735,Shadow Rites (Jane Yellowrock #10),21.72,4,Fantasy,Virgin Records
736,Origins (Alphas 0.5),28.99,1,Fantasy,Mike Cahill
737,One Second (Seven #7),52.94,2,Fantasy,Zhang Yimou
738,Myriad (Prentor #1),58.75,4,Fantasy,Apple Inc.
739,Without Borders (Wanderlove #1),45.07,2,New Adult,Karen Oganesyan
740,The Mistake (Off-Campus #2),43.29,3,New Adult,Belift Lab
741,The Matchmaker's Playbook (Wingmen Inc. #1),55.85,1,New Adult,Autor Desconocido
742,The Hook Up (Game On #1),36.29,5,New Adult,Sire Records
743,Shameless,58.35,3,New Adult,Paul Abbott
744,Off Sides (Off #1),39.45,5,New Adult,Peter Landin
745,The Requiem Red,22.65,1,Young Adult,Keita Amemiya
746,Set Me Free,17.46,5,Young Adult,Melanie Fontana
747,The Natural History of Us (The Fine Art of Pretending #2),45.22,3,Young Adult,Autor Desconocido
748,Obsidian (Lux #1),14.86,2,Young Adult,DC Comics
749,Burning,28.81,3,Young Adult,Autor Desconocido
750,A Fierce and Subtle Poison,28.13,4,Young Adult,Frank Herbert
751,Scarlett Epstein Hates It Here,43.55,5,Young Adult,ABC. However
752,"Nightingale, Sing",38.28,1,Young Adult,John Keats
753,Library of Souls (Miss Peregrine’s Peculiar Children #3),48.56,5,Young Adult,Ransom Riggs
754,Frostbite (Vampire Academy #2),29.99,5,Young Adult,Dominique Jean Larrey
755,Wild Swans,14.36,2,Young Adult,Jung Chang
756,Until Friday Night (The Field Party #1),46.31,2,Young Adult,H. G. Bissinger
757,This Is Where It Ends,27.12,2,Young Adult,Alexander Ullom
758,The Darkest Lie,35.35,5,Young Adult,Autor Desconocido
759,My Kind of Crazy,40.36,1,Young Adult,Autor Desconocido
760,Don't Get Caught,55.35,1,Young Adult,Autor Desconocido
761,Catching Jordan (Hundred Oaks),50.83,3,Young Adult,Bantam Books
762,Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1),58.14,4,Young Adult,Aitch Alberto
763,The Epidemic (The Program 0.6),14.44,5,Young Adult,Autor Desconocido
764,Stars Above (The Lunar Chronicles #4.5),48.05,2,Young Adult,Interscope Records
765,No Love Allowed (Dodge Cove #1),54.65,4,Young Adult,Chris Coelen
766,"Exit, Pursued by a Bear",51.34,4,Young Adult,William Shakespeare
767,The Alien Club,54.4,1,Young Adult,Noah Hawley
768,Don't Forget Steven,33.23,1,Young Adult,Autor Desconocido
769,South of Sunshine,28.93,1,Young Adult,Lee Chang-dong
770,My Life Next Door (My Life Next Door ),36.39,5,Young Adult,Shin Ha-eun
771,Future Shock (Future Shock #1),55.65,5,Young Adult,Alvin Toffler
772,Nightstruck: A Novel,50.35,4,Young Adult,Autor Desconocido
773,Tell the Wolves I'm Home,50.96,2,Young Adult,Autor Desconocido
774,"Will Grayson, Will Grayson (Will Grayson, Will Grayson)",47.31,4,Young Adult,DC Comics
775,Where She Went (If I Stay #2),41.73,4,Young Adult,Autor Desconocido
776,Two Summers,14.64,1,Young Adult,Autor Desconocido
777,The Darkest Corners,11.33,5,Young Adult,Urve Tamberg
778,Tell Me Three Things,41.81,1,Young Adult,Meaghan Oppenheimer
779,Lola and the Boy Next Door (Anna and the French Kiss #2),23.63,4,Young Adult,Autor Desconocido
780,Kill the Boy Band,15.52,5,Young Adult,Boy Kill Boy
781,Isla and the Happily Ever After (Anna and the French Kiss #3),48.13,5,Young Adult,Colin Trevorrow
782,An Abundance of Katherines,10.0,5,Young Adult,John Green
783,Harry Potter and the Prisoner of Azkaban (Harry Potter #3),24.17,4,Young Adult,Steve Kloves. Production
784,Walk the Edge (Thunder Road #2),32.36,3,Young Adult,Autor Desconocido
785,Two Boys Kissing,32.74,2,Young Adult,Adam Elliot
786,The New Guy (and Other Senior Year Distractions),44.92,3,Young Adult,Sanjay Patel
787,"The Land of 10,000 Madonnas",29.64,4,Young Adult,Autor Desconocido
788,Scarlet (The Lunar Chronicles #2),14.57,4,Young Adult,Marvel Comics
789,Legend (Legend #1),43.69,4,Young Adult,Autor Desconocido
790,Lady Renegades (Rebel Belle #3),53.04,5,Young Adult,Sally Wainwright
791,Golden (Heart of Dread #3),42.21,4,Young Adult,Dick Clark Productions
792,Cinder (The Lunar Chronicles #1),26.09,1,Young Adult,Freya Marske
793,Boy Meets Boy,21.12,3,Young Adult,David Levithan
794,Annie on My Mind,36.83,5,Young Adult,Hoagy Carmichael
795,New Moon (Twilight #2),12.86,4,Young Adult,Melissa Rosenberg
796,Girl Online On Tour (Girl Online #2),53.47,1,Young Adult,Heart Management
797,The Haters,27.89,5,Young Adult,Colleen Ballinger
798,The Art of Not Breathing,40.83,4,Young Adult,Autor Desconocido
799,The Most Perfect Thing: Inside (and Outside) a Bird's Egg,42.96,4,Science,Tim Birkhead
800,Immunity: How Elie Metchnikoff Changed the Course of Modern Medicine,57.36,5,Science,Autor Desconocido
801,Sorting the Beef from the Bull: The Science of Food Fraud Forensics,44.74,4,Science,Autor Desconocido
802,Tipping Point for Planet Earth: How Close Are We to the Edge?,37.55,1,Science,Carl Sagan
803,"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",55.91,1,Science,Brian Greene
804,Diary of a Citizen Scientist: Chasing Tiger Beetles and Other New Ways of Engaging the World,28.41,1,Science,Autor Desconocido
805,The Origin of Species,10.01,4,Science,Charles Darwin
806,The Grand Design,13.76,3,Science,Autor Desconocido
807,Peak: Secrets from the New Science of Expertise,16.28,2,Science,Autor Desconocido
808,"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",13.03,4,Science,Brian Greene
809,"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",57.35,5,Science,Autor Desconocido
810,"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",25.83,2,Science,Diebold Inc
811,Seven Brief Lessons on Physics,30.6,4,Science,Benedict Cumberbatch
812,The Selfish Gene,29.45,1,Science,Autor Desconocido
813,A Light in the Attic,51.77,3,Poetry,Hiroshi Yoshimura
814,The Black Maria,52.15,1,Poetry,Autor Desconocido
815,Shakespeare's Sonnets,20.66,4,Poetry,Autor Desconocido
816,Olio,23.88,1,Poetry,Autor Desconocido
817,You can't bury them all: Poems,33.63,2,Poetry,Thomas Gray
818,Slow States of Collapse: Poems,57.31,3,Poetry,Zeng Qingjie
819,Untitled Collection: Sabbath Poems 2014,14.27,4,Poetry,Autor Desconocido
820,Poems That Make Grown Women Cry,14.19,4,Poetry,Autor Desconocido
821,Night Sky with Exit Wounds,41.05,1,Poetry,Kang Kyeong-ae
822,salt.,46.78,4,Poetry,Autor Desconocido
823,"Quarter Life Poetry: Poems for the Young, Broke and Hangry",50.89,5,Poetry,Samantha Jayne
824,Out of Print: City Lights Spotlight No. 14,53.64,5,Poetry,William Wyler
825,Les Fleurs du Mal,29.04,5,Poetry,Charles Baudelaire
826,Howl and Other Poems,40.45,2,Poetry,Allen Ginsberg
827,Leave This Song Behind: Teen Poetry at Its Best,51.17,5,Poetry,Buena Vista Pictures Distribution
828,The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),15.42,5,Poetry,W. B. Yeats
829,The Crossover,38.77,4,Poetry,Autor Desconocido
830,Booked,17.49,5,Poetry,Autor Desconocido
831,Twenty Love Poems and a Song of Despair,30.95,4,Poetry,Autor Desconocido
832,"Vampire Knight, Vol. 1 (Vampire Knight #1)",15.4,1,Paranormal,Matsuri Hino
833,Wall and Piece,44.18,4,Art,Autor Desconocido
834,Feathers: Displays of Brilliant Plumage,49.05,3,Art,Autor Desconocido
835,Art and Fear: Observations on the Perils (and Rewards) of Artmaking,48.63,4,Art,Autor Desconocido
836,The New Drawing on the Right Side of the Brain,43.02,3,Art,Autor Desconocido
837,History of Beauty,10.29,4,Art,Linda Woolverton
838,The Story of Art,41.14,4,Art,Schirmer Books
839,The Art Book,32.34,2,Art,Autor Desconocido
840,Ways of Seeing,39.51,5,Art,Autor Desconocido
841,The Lucifer Effect: Understanding How Good People Turn Evil,10.4,1,Psychology,Autor Desconocido
842,The Golden Condom: And Other Essays on Love Lost and Found,39.43,1,Psychology,Autor Desconocido
843,It Didn't Start with You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle,56.27,3,Psychology,Yoji Shinkawa
844,An Unquiet Mind: A Memoir of Moods and Madness,21.3,3,Psychology,Alfred A. Knopf
845,"Thinking, Fast and Slow",21.14,1,Psychology,Autor Desconocido
846,Civilization and Its Discontents,59.95,2,Psychology,Sigmund Freud
847,8 Keys to Mental Health Through Exercise,31.04,1,Psychology,Autor Desconocido
848,The Argonauts,10.93,2,Autobiography,Apollonius Rhodius
849,M Train,27.18,1,Autobiography,Patti Smith. Smith
850,Lab Girl,40.85,1,Autobiography,Alfred A. Knopf
851,Approval Junkie: Adventures in Caring Too Much,58.81,5,Autobiography,Spike Jonze
852,Running with Scissors,12.91,4,Autobiography,Futures Music Group
853,Me Talk Pretty One Day,57.6,2,Autobiography,Autor Desconocido
854,Lust & Wonder,11.87,2,Autobiography,Augusten Burroughs
855,Life Without a Recipe,59.04,5,Autobiography,Ray Charles
856,A Heartbreaking Work of Staggering Genius,54.29,5,Autobiography,Dave Eggers. Published
857,Catastrophic Happiness: Finding Joy in Childhood's Messy Years,37.35,2,Parenting,Autor Desconocido
858,Fifty Shades Freed (Fifty Shades #3),15.36,5,Adult Fiction,Niall Leonard
859,The Long Haul (Diary of a Wimpy Kid #9),44.07,1,Humor,Autor Desconocido
860,Old School (Diary of a Wimpy Kid #10),11.83,5,Humor,Duke Bootee
861,I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction,25.98,4,Humor,MICA Team
862,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",14.75,5,Humor,Allie Brosh
863,Dress Your Family in Corduroy and Denim,43.68,3,Humor,Autor Desconocido
864,Toddlers Are A**holes: It's Not Your Fault,25.55,1,Humor,Autor Desconocido
865,When You Are Engulfed in Flames,30.89,5,Humor,Autor Desconocido
866,Naked,31.69,3,Humor,Anna Richardson
867,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",55.5,5,Humor,Autor Desconocido
868,Holidays on Ice,51.07,2,Humor,Medusa Music Group GmbH
869,Security,39.25,2,Horror,Autor Desconocido
870,Follow You Home,21.36,1,Horror,Danny McNamara
871,The Loney,23.4,1,Horror,Autor Desconocido
872,Pet Sematary,10.56,3,Horror,Stephen King
873,Doctor Sleep (The Shining #2),40.12,2,Horror,Mike Flanagan
874,Psycho: Sanitarium (Psycho #1.5),36.97,5,Horror,John Carpenter
875,Can You Keep a Secret? (Fear Street Relaunch #4),48.64,1,Horror,Simon Mayhew-Archer
876,Red Dragon (Hannibal Lecter #1),23.37,3,Horror,Ted Tally. The
877,Dracula the Un-Dead,35.63,5,Horror,Bram Stoker
878,Night Shift (Night Shift #1-20),12.75,4,Horror,Ron Howard
879,Needful Things,47.51,4,Horror,Leland Gaunt
880,Misery,34.79,2,Horror,William Goldman
881,It,25.01,3,Horror,David Robert Mitchell
882,'Salem's Lot,49.56,4,Horror,Mikael Salomon
883,The Stand,57.86,2,Horror,Epic Records
884,The Girl with All the Gifts,49.47,3,Horror,M. R. Carey
885,House of Leaves,54.89,1,Horror,Natsume Ono
886,Sapiens: A Brief History of Humankind,54.23,5,History,Autor Desconocido
887,"Unbound: How Eight Technologies Made Us Human, Transformed Society, and Brought Our World to the Brink",25.52,1,History,Autor Desconocido
888,The Age of Genius: The Seventeenth Century and the Birth of the Modern Mind,19.73,1,History,Autor Desconocido
889,"Political Suicide: Missteps, Peccadilloes, Bad Calls, Backroom Hijinx, Sordid Pasts, Rotten Breaks, and Just Plain Dumb Mistakes in the Annals of American Politics",36.28,2,History,Autor Desconocido
890,Thomas Jefferson and the Tripoli Pirates: The Forgotten War That Changed American History,59.64,1,History,Autor Desconocido
891,Zealot: The Life and Times of Jesus of Nazareth,24.7,3,History,Autor Desconocido
892,A Distant Mirror: The Calamitous 14th Century,14.58,3,History,Autor Desconocido
893,1491: New Revelations of the Americas Before Columbus,21.8,3,History,Autor Desconocido
894,Brilliant Beacons: A History of the American Lighthouse,11.45,3,History,Autor Desconocido
895,"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",44.48,5,History,Alan Taylor
896,A Short History of Nearly Everything,52.4,5,History,Autor Desconocido
897,The Rise and Fall of the Third Reich: A History of Nazi Germany,39.67,2,History,Autor Desconocido
898,Catherine the Great: Portrait of a Woman,58.55,4,History,Catherine II
899,The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,42.91,5,History,Autor Desconocido
900,The Hiding Place,55.91,4,History,World Wide Pictures
901,America's War for the Greater Middle East: A Military History,51.22,2,History,Autor Desconocido
902,The Guns of August,14.54,2,History,Barbara W. Tuchman. After
903,"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",43.7,2,History,Discovery Channel
904,"Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More",30.52,3,Food and Drink,American Public Television
905,"The Pioneer Woman Cooks: Dinnertime: Comfort Classics, Freezer Food, 16-Minute Meals, and Other Delicious Ways to Solve Supper!",56.41,1,Food and Drink,Autor Desconocido
906,My Paris Kitchen: Recipes and Stories,33.37,2,Food and Drink,Autor Desconocido
907,"Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed",14.02,4,Food and Drink,Autor Desconocido
908,"Layered: Baking, Building, and Styling Spectacular Cakes",40.11,1,Food and Drink,Autor Desconocido
909,The Nerdy Nummies Cookbook: Sweet Treats for the Geek in All of Us,37.34,5,Food and Drink,Autor Desconocido
910,The Love and Lemons Cookbook: An Apple-to-Zucchini Celebration of Impromptu Cooking,37.6,2,Food and Drink,Autor Desconocido
911,The Cookies & Cups Cookbook: 125+ sweet & savory recipes reminding you to Always Eat Dessert First,41.25,1,Food and Drink,Autor Desconocido
912,"Deliciously Ella Every Day: Quick and Easy Recipes for Gluten-Free Snacks, Packed Lunches, and Simple Meals",42.16,3,Food and Drink,Autor Desconocido
913,The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth,28.77,3,Food and Drink,Autor Desconocido
914,"It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes",19.55,1,Food and Drink,Autor Desconocido
915,Barefoot Contessa Back to Basics,28.01,1,Food and Drink,Metro Channel
916,Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,50.62,5,Food and Drink,Autor Desconocido
917,My Kitchen Year: 136 Recipes That Saved My Life,11.53,2,Food and Drink,Nicholas Pileggi
918,Everyday Italian: 125 Simple and Delicious Recipes,20.1,5,Food and Drink,Giada De Laurentiis
919,"A la Mode: 120 Recipes in 60 Pairings: Pies, Tarts, Cakes, Crisps, and More Topped with Ice Cream, Gelato, Frozen Custard, and More",38.77,1,Food and Drink,Autor Desconocido
920,Cravings: Recipes for What You Want to Eat,20.5,3,Food and Drink,Autor Desconocido
921,"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",12.34,4,Food and Drink,Ten Speed Press
922,32 Yolks,53.63,2,Food and Drink,Autor Desconocido
923,"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",11.38,5,Food and Drink,Autor Desconocido
924,How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything),46.01,4,Food and Drink,Autor Desconocido
925,How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,28.25,2,Food and Drink,Autor Desconocido
926,The Barefoot Contessa Cookbook,59.92,5,Food and Drink,Autor Desconocido
927,Better Homes and Gardens New Cook Book,39.61,3,Food and Drink,People Inc
928,The Power Greens Cookbook: 140 Delicious Superfood Recipes,11.05,5,Food and Drink,Autor Desconocido
929,Mexican Today: New and Rediscovered Recipes for Contemporary Kitchens,24.91,5,Food and Drink,Autor Desconocido
930,Vegan Vegetarian Omnivore: Dinner for Everyone at the Table,13.66,2,Food and Drink,Autor Desconocido
931,The Smitten Kitchen Cookbook,23.59,1,Food and Drink,Deb Perelman
932,"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",34.32,3,Food and Drink,Autor Desconocido
933,Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World,33.14,3,Food and Drink,Lisa Lillien
934,Redeeming Love,20.47,5,Christian Fiction,Fox Faith
935,Close to You,49.46,4,Christian Fiction,Burt Bacharach
936,Shadows of the Past (Logan Point #1),39.67,5,Christian Fiction,J. A. Bayona
937,Like Never Before (Walker Family #2),28.77,2,Christian Fiction,Hans Thomas
938,Counted With the Stars (Out from Egypt #1),17.97,5,Christian Fiction,James Lees
939,If I Run (If I Run #1),49.97,4,Christian Fiction,Isekai Records
940,The Dirty Little Secrets of Getting Your Dream Job,33.34,4,Business,Franklin Leonard
941,The Third Wave: An Entrepreneur’s Vision of the Future,12.61,5,Business,Autor Desconocido
942,The 10% Entrepreneur: Live Your Startup Dream Without Quitting Your Day Job,27.55,3,Business,Orin Smith
943,Shoe Dog: A Memoir by the Creator of NIKE,23.99,2,Business,Jeremy Allen White
944,Made to Stick: Why Some Ideas Survive and Others Die,38.85,5,Business,Rosser Reeves
945,Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two,43.14,1,Business,Autor Desconocido
946,The Art of Startup Fundraising,21.0,3,Business,Fortune Magazine
947,Born for This: How to Find the Work You Were Meant to Do,21.59,5,Business,Dean DeBlois
948,The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,36.91,1,Business,Peter Rees
949,"Rich Dad, Poor Dad",51.74,1,Business,Robert T. Kiyosaki
950,The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,33.92,3,Business,Autor Desconocido
951,Rework,44.88,2,Business,Autor Desconocido
952,Louisa: The Extraordinary Life of Mrs. Adams,16.85,2,Biography,Augustus Saint-Gaudens
953,"Setting the World on Fire: The Brief, Astonishing Life of St. Catherine of Siena",21.15,2,Biography,Pope Pius IX
954,The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,39.55,1,Biography,Autor Desconocido
955,Benjamin Franklin: An American Life,48.19,3,Biography,Benjamin Franklin
956,The Rise of Theodore Roosevelt (Theodore Roosevelt #1),42.57,3,Biography,Autor Desconocido
957,In Her Wake,12.84,1,Thriller,Epic Games Publishing
958,The Elephant Tree,23.82,5,Thriller,Autor Desconocido
959,Behind Closed Doors,52.22,4,Thriller,Apurva Asrani
960,You (You #1),43.61,5,Thriller,Harlan Coben
961,The Guilty (Will Robie #4),13.82,2,Thriller,Arc System Works
962,The 14th Colony (Cotton Malone #11),39.24,1,Thriller,Clogs. It
963,Give It Back,18.32,2,Thriller,Paul McCartney
964,Killing Floor (Jack Reacher #1),31.49,4,Thriller,Lee Child
965,The Bone Hunters (Lexy Vaughan & Steven Macaulay #2),59.71,3,Thriller,Universal Studios Home Entertainment
966,Far From True (Promise Falls Trilogy #2),34.93,2,Thriller,John Schlesinger
967,The Travelers,15.77,1,Thriller,Thomas Mallon
968,When We Collided,31.77,1,Contemporary,Open Road Films
969,Someone Like You (The Harrisons #2),52.79,5,Contemporary,Tony Goldwyn
970,We Are All Completely Beside Ourselves,24.04,1,Contemporary,Autor Desconocido
971,The Four Agreements: A Practical Guide to Personal Freedom,17.66,5,Spirituality,Autor Desconocido
972,The Activist's Tao Te Ching: Ancient Advice for a Modern Revolution,32.24,5,Spirituality,Autor Desconocido
973,Chasing Heaven: What Dying Taught Me About Living,37.8,2,Spirituality,Elia Kazan
974,If I Gave You God's Phone Number....: Searching for Spirituality in America,20.91,1,Spirituality,Autor Desconocido
975,Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain,46.33,2,Spirituality,Autor Desconocido
976,A New Earth: Awakening to Your Life's Purpose,55.65,5,Spirituality,Eckhart Tolle
977,Logan Kade (Fallen Crest High #5.5),13.12,2,Academic,Marvel Comics
978,Online Marketing for Busy Authors: A Step-By-Step Guide,46.35,1,Self Help,Drew Goddard. It
979,How to Be Miserable: 40 Strategies You Already Use,46.03,1,Self Help,Mark Zuckerberg
980,"Overload: How to Unplug, Unwind, and Unleash Yourself from the Pressure of Stress",52.15,3,Self Help,Autor Desconocido
981,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,12.08,3,Self Help,Sergio Leone
982,How to Stop Worrying and Start Living,46.49,5,Self Help,Stanley Kubrick
983,All the Light We Cannot See,29.87,5,Historical,Nazi Germany
984,The Girl You Left Behind (The Girl You Left Behind #1),15.79,1,Historical,Takahiro Miki
985,(Un)Qualified: How God Uses Broken People to Do Big Things,54.0,5,Christian,Autor Desconocido
986,Crazy Love: Overwhelmed by a Relentless God,47.72,2,Christian,Francis Chan
987,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,25.77,1,Christian,Autor Desconocido
988,Silence in the Dark (Logan Point #4),58.33,3,Suspense,Lyntone Productions
989,The Grownup,35.88,1,Short Stories,Dennis Dugan
990,Suzie Snowflake: One beautiful flake (a self-esteem story),54.81,5,Novels,Autor Desconocido
991,"The Bulletproof Diet: Lose up to a Pound a Day, Reclaim Energy and Focus, Upgrade Your Life",49.05,3,Health,Autor Desconocido
992,"Eat Fat, Get Thin",54.07,2,Health,Autor Desconocido
993,10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,49.71,5,Health,Autor Desconocido
994,The Art and Science of Low Carbohydrate Living,52.98,5,Health,Autor Desconocido
995,Libertarianism for Beginners,51.33,2,Politics,Autor Desconocido
996,Why the Right Went Wrong: Conservatism--From Goldwater to the Tea Party and Beyond,52.65,4,Politics,Autor Desconocido
997,Equal Is Unfair: America's Misguided Fight Against Income Inequality,56.86,1,Politics,Autor Desconocido
998,Amid the Chaos,36.58,1,Cultural,Richard Neville
999,Dark Notes,19.19,5,Erotica,Tsugumi Ohba
1000,The Long Shadow of Small Ghosts: Murder and Memory in an American City,10.97,1,Crime,William Morrow
